replicon_gembase_name	size	mobility	Predicted_PTU
ESCO001.0523.00241.002P	116529	pOriT	-
ESCO001.0523.00241.003P	60722	pCONJ	PTU-I2
ESCO001.0523.00242.002P	116529	pOriT	-
ESCO001.0523.00242.003P	61223	pCONJ	PTU-I2
ESCO001.0523.00243.002P	168972	pCONJ	PTU-FE
ESCO001.0523.00243.003P	108986	PP	PTU-E16
ESCO001.0523.00243.004P	108957	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00243.005P	61805	pCONJ	PTU-I2
ESCO001.0523.00243.006P	6078	pMOB	PTU-E7
ESCO001.0523.00243.007P	4073	pMOB	PTU-E10
ESCO001.0523.00244.002P	108679	pCONJ	PTU-I1
ESCO001.0523.00244.003P	75566	pMOB	PTU-E48
ESCO001.0523.00244.004P	13833	pNT	PTU-I1
ESCO001.0523.00245.002P	75554	pMOB	PTU-E48
ESCO001.0523.00246.002P	259094	pOriT	-
ESCO001.0523.00246.003P	109118	pCONJ	PTU-I1
ESCO001.0523.00246.004P	77405	pCONJ	-
ESCO001.0523.00247.002P	145883	pCONJ	PTU-FE
ESCO001.0523.00248.002P	101274	pMOB	-
ESCO001.0523.00248.003P	91648	pCONJ	PTU-FE
ESCO001.0523.00248.004P	83988	PP	PTU-Y
ESCO001.0523.00248.005P	51479	pCONJ	PTU-X3
ESCO001.0523.00248.006P	35225	pCONJ	PTU-X4
ESCO001.0523.00248.007P	34323	pOriT	-
ESCO001.0523.00248.008P	5162	pMOB	PTU-E7
ESCO001.0523.00248.009P	4011	pOriT	PTU-E1
ESCO001.0523.00248.010P	2101	pNT	PTU-E47
ESCO001.0523.00248.011P	1552	pOriT	PTU-E9
ESCO001.0523.00249.002P	128761	pCONJ	-
ESCO001.0523.00249.003P	96807	PP	PTU-Y
ESCO001.0523.00249.004P	48550	pMOB	PTU-I1
ESCO001.0523.00249.005P	3264	pOriT	PTU-E1
ESCO001.0523.00250.002P	107732	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00250.003P	95515	pdCONJ	-
ESCO001.0523.00251.002P	119846	pOriT	PTU-E38
ESCO001.0523.00251.003P	45056	pCONJ	PTU-X1
ESCO001.0523.00252.002P	84894	pCONJ	PTU-FE
ESCO001.0523.00252.003P	52655	pNT	-
ESCO001.0523.00252.004P	28860	pNT	-
ESCO001.0523.00253.002P	147766	pMOB	-
ESCO001.0523.00253.003P	103618	PP	PTU-E16
ESCO001.0523.00253.004P	35769	pNT	PTU-I1
ESCO001.0523.00254.002P	145089	pMOB	-
ESCO001.0523.00256.002P	107274	pCONJ	PTU-FE
ESCO001.0523.00256.003P	14241	pMOB	PTU-E4
ESCO001.0523.00257.002P	111776	pdCONJ	PTU-FE
ESCO001.0523.00257.003P	5167	pMOB	PTU-E7
ESCO001.0523.00258.002P	111779	pdCONJ	PTU-FE
ESCO001.0523.00258.003P	5162	pMOB	PTU-E7
ESCO001.0523.00259.002P	216181	pCONJ	PTU-FE
ESCO001.0523.00259.003P	96987	PP	PTU-Y
ESCO001.0523.00259.004P	46137	pCONJ	PTU-X3
ESCO001.0523.00260.002P	167974	pCONJ	PTU-FE
ESCO001.0523.00260.003P	96413	pCONJ	PTU-I1
ESCO001.0523.00260.004P	35812	pCONJ	PTU-N3
ESCO001.0523.00261.002P	172588	pCONJ	PTU-FE
ESCO001.0523.00261.003P	33548	pCONJ	PTU-X4
ESCO001.0523.00262.002P	176274	pCONJ	PTU-FE
ESCO001.0523.00262.003P	96990	PP	PTU-Y
ESCO001.0523.00262.004P	46161	pCONJ	PTU-X3
ESCO001.0523.00263.002P	122937	pCONJ	PTU-FE
ESCO001.0523.00263.003P	51455	pCONJ	PTU-X3
ESCO001.0523.00263.004P	32182	PP	PTU-?
ESCO001.0523.00264.002P	118156	pCONJ	PTU-I1
ESCO001.0523.00264.003P	64564	pCONJ	PTU-FE
ESCO001.0523.00264.004P	62815	pOriT	PTU-C
ESCO001.0523.00264.005P	46161	pCONJ	PTU-X3
ESCO001.0523.00265.002P	139059	pdCONJ	PTU-FE
ESCO001.0523.00265.003P	88768	pCONJ	-
ESCO001.0523.00265.004P	48511	PP	PTU-?
ESCO001.0523.00266.002P	181436	pCONJ	PTU-FE
ESCO001.0523.00266.003P	76680	pNT	-
ESCO001.0523.00266.004P	57991	pCONJ	PTU-I2
ESCO001.0523.00267.002P	76754	pCONJ	PTU-FE
ESCO001.0523.00268.002P	102544	pdCONJ	-
ESCO001.0523.00269.002P	195578	pCONJ	PTU-I1
ESCO001.0523.00269.003P	86835	pCONJ	-
ESCO001.0523.00269.004P	62669	pNT	-
ESCO001.0523.00270.002P	111310	pNT	-
ESCO001.0523.00270.003P	51479	pCONJ	PTU-X3
ESCO001.0523.00270.004P	2336	pNT	PTU-E76
ESCO001.0523.00270.005P	2088	pNT	PTU-E47
ESCO001.0523.00270.006P	1934	pOriT	PTU-E11
ESCO001.0523.00271.002P	265538	pCONJ	PTU-HI2
ESCO001.0523.00271.003P	95895	PP	PTU-Y
ESCO001.0523.00271.004P	75779	pNT	-
ESCO001.0523.00271.005P	50520	pCONJ	PTU-?
ESCO001.0523.00271.006P	44088	pCONJ	PTU-X3
ESCO001.0523.00271.007P	2088	pNT	PTU-E47
ESCO001.0523.00273.002P	286854	pdCONJ	PTU-FE
ESCO001.0523.00274.002P	241162	pCONJ	PTU-HI2
ESCO001.0523.00274.003P	133281	pCONJ	PTU-FE
ESCO001.0523.00276.002P	89313	pNT	-
ESCO001.0523.00276.003P	73313	pCONJ	PTU-FE
ESCO001.0523.00276.004P	46161	pCONJ	PTU-X3
ESCO001.0523.00276.005P	13138	pNT	-
ESCO001.0523.00276.006P	12819	pMOB	-
ESCO001.0523.00276.007P	2443	pMOB	-
ESCO001.0523.00277.002P	107279	pMOB	-
ESCO001.0523.00277.003P	93781	pMOB	-
ESCO001.0523.00277.004P	63978	pCONJ	PTU-I2
ESCO001.0523.00278.002P	166233	pCONJ	PTU-?
ESCO001.0523.00278.003P	64765	pCONJ	PTU-I2
ESCO001.0523.00279.002P	254423	pCONJ	PTU-HI2
ESCO001.0523.00279.003P	106478	pCONJ	-
ESCO001.0523.00279.004P	96973	pNT	-
ESCO001.0523.00279.005P	88553	pCONJ	PTU-I1
ESCO001.0523.00279.006P	66596	pCONJ	PTU-I2
ESCO001.0523.00280.002P	106324	pMOB	-
ESCO001.0523.00280.003P	88736	pCONJ	PTU-FE
ESCO001.0523.00280.004P	60258	pCONJ	PTU-I2
ESCO001.0523.00281.002P	108710	pOriT	-
ESCO001.0523.00281.003P	98181	pNT	-
ESCO001.0523.00281.004P	97858	pCONJ	PTU-FE
ESCO001.0523.00281.005P	87351	pCONJ	PTU-I1
ESCO001.0523.00281.006P	84404	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00281.007P	62585	pCONJ	PTU-I2
ESCO001.0523.00281.008P	33301	pCONJ	PTU-X4
ESCO001.0523.00282.002P	123884	pMOB	PTU-E41
ESCO001.0523.00282.003P	88460	pNT	-
ESCO001.0523.00282.004P	50013	pCONJ	PTU-?
ESCO001.0523.00283.002P	190293	pCONJ	-
ESCO001.0523.00283.003P	35098	pCONJ	PTU-X4
ESCO001.0523.00284.002P	105801	pCONJ	PTU-FE
ESCO001.0523.00284.003P	33924	pMOB	-
ESCO001.0523.00285.002P	184166	pdCONJ	PTU-FE
ESCO001.0523.00285.003P	155802	pCONJ	PTU-C
ESCO001.0523.00285.004P	116028	PP	PTU-Y
ESCO001.0523.00285.005P	65533	pCONJ	PTU-I2
ESCO001.0523.00286.002P	127772	pCONJ	PTU-FE
ESCO001.0523.00286.003P	96986	PP	PTU-Y
ESCO001.0523.00286.004P	73992	pNT	PTU-?
ESCO001.0523.00286.005P	46145	pCONJ	PTU-X3
ESCO001.0523.00286.006P	33858	pCONJ	PTU-X4
ESCO001.0523.00287.002P	88839	pdCONJ	PTU-E41
ESCO001.0523.00287.003P	48982	pCONJ	-
ESCO001.0523.00287.004P	6675	pMOB	PTU-E14
ESCO001.0523.00288.002P	88896	pdCONJ	-
ESCO001.0523.00288.003P	48983	pCONJ	-
ESCO001.0523.00288.004P	6675	pMOB	-
ESCO001.0523.00289.002P	191691	pMOB	-
ESCO001.0523.00289.003P	59190	pCONJ	PTU-X1
ESCO001.0523.00290.002P	87524	pdCONJ	PTU-E41
ESCO001.0523.00290.003P	46664	pCONJ	-
ESCO001.0523.00291.002P	144225	pCONJ	PTU-FE
ESCO001.0523.00291.003P	84952	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00294.002P	110160	pCONJ	PTU-I1
ESCO001.0523.00294.003P	63821	pCONJ	PTU-E28
ESCO001.0523.00300.002P	100989	pCONJ	-
ESCO001.0523.00300.003P	97800	pCONJ	PTU-E50
ESCO001.0523.00301.002P	184098	pCONJ	PTU-?
ESCO001.0523.00301.003P	85535	pCONJ	PTU-I1
ESCO001.0523.00301.004P	70372	pCONJ	PTU-N1
ESCO001.0523.00301.005P	41544	pCONJ	PTU-?
ESCO001.0523.00303.002P	186884	pCONJ	PTU-C
ESCO001.0523.00303.003P	127217	pOriT	-
ESCO001.0523.00303.004P	103161	pCONJ	-
ESCO001.0523.00303.005P	60248	pCONJ	-
ESCO001.0523.00303.006P	20245	pMOB	-
ESCO001.0523.00303.007P	13542	pNT	-
ESCO001.0523.00304.002P	115764	pCONJ	-
ESCO001.0523.00304.003P	69183	pCONJ	PTU-FE
ESCO001.0523.00304.004P	7518	pNT	-
ESCO001.0523.00305.002P	121908	pCONJ	PTU-E50
ESCO001.0523.00305.003P	100229	pCONJ	PTU-FE
ESCO001.0523.00305.004P	70688	pCONJ	PTU-FE
ESCO001.0523.00305.005P	46161	pCONJ	PTU-X3
ESCO001.0523.00305.006P	6200	pOriT	PTU-E63
ESCO001.0523.00305.007P	3684	pNT	-
ESCO001.0523.00305.008P	2959	pOriT	-
ESCO001.0523.00305.009P	2444	pMOB	-
ESCO001.0523.00306.002P	129627	pCONJ	-
ESCO001.0523.00306.003P	97124	PP	PTU-Y
ESCO001.0523.00306.004P	83010	pCONJ	PTU-I1
ESCO001.0523.00306.005P	51479	pCONJ	PTU-X3
ESCO001.0523.00306.006P	33288	pCONJ	PTU-X4
ESCO001.0523.00307.002P	90045	pCONJ	-
ESCO001.0523.00308.002P	105415	pCONJ	PTU-I2
ESCO001.0523.00308.003P	91701	pCONJ	PTU-FE
ESCO001.0523.00308.004P	80206	pOriT	-
ESCO001.0523.00308.005P	37446	PP	-
ESCO001.0523.00308.006P	22592	PP	-
ESCO001.0523.00308.007P	15162	PP	-
ESCO001.0523.00308.008P	11397	pMOB	-
ESCO001.0523.00308.009P	8639	pMOB	PTU-E14
ESCO001.0523.00308.010P	8618	pMOB	PTU-E1
ESCO001.0523.00308.011P	6162	pMOB	PTU-E1
ESCO001.0523.00308.012P	6032	pMOB	-
ESCO001.0523.00309.002P	71430	pCONJ	PTU-FE
ESCO001.0523.00310.002P	151049	pCONJ	PTU-FE
ESCO001.0523.00310.003P	121975	pCONJ	PTU-I1
ESCO001.0523.00310.004P	45156	PP	-
ESCO001.0523.00310.005P	38093	pNT	PTU-I1
ESCO001.0523.00311.002P	162357	pCONJ	PTU-FE
ESCO001.0523.00311.003P	123053	pCONJ	PTU-I1
ESCO001.0523.00311.004P	120300	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00311.005P	76784	pCONJ	PTU-I2
ESCO001.0523.00311.006P	18060	pOriT	-
ESCO001.0523.00312.002P	149520	pCONJ	PTU-?
ESCO001.0523.00312.003P	128323	PP	PTU-E16
ESCO001.0523.00312.004P	93578	pCONJ	PTU-N1
ESCO001.0523.00312.005P	33754	PP	-
ESCO001.0523.00313.002P	75007	PP	-
ESCO001.0523.00313.003P	36172	PP	-
ESCO001.0523.00314.002P	251286	pCONJ	PTU-HI2
ESCO001.0523.00314.003P	149653	pMOB	PTU-E49
ESCO001.0523.00314.004P	138610	pCONJ	-
ESCO001.0523.00314.005P	82265	pCONJ	PTU-I2
ESCO001.0523.00314.006P	54741		PTU-E14
ESCO001.0523.00314.007P	24727	pOriT	PTU-E49
ESCO001.0523.00314.008P	18287	pNT	-
ESCO001.0523.00315.002P	125272	pOriT	PTU-FE
ESCO001.0523.00315.003P	65009	pNT	-
ESCO001.0523.00315.004P	7475	pOriT	PTU-E9
ESCO001.0523.00316.002P	159821	pCONJ	-
ESCO001.0523.00317.002P	224039	pCONJ	PTU-HI2
ESCO001.0523.00317.003P	169487	pCONJ	PTU-FE
ESCO001.0523.00317.004P	114968	PP	PTU-Y
ESCO001.0523.00317.005P	58890	pCONJ	PTU-N1
ESCO001.0523.00331.002P	264344	pCONJ	PTU-HI2
ESCO001.0523.00331.003P	201203	pCONJ	PTU-FE
ESCO001.0523.00331.004P	1552	pOriT	PTU-E9
ESCO001.0523.00332.002P	107229	pNT	-
ESCO001.0523.00332.003P	104701	PP	PTU-Y
ESCO001.0523.00332.004P	51479	pCONJ	PTU-X3
ESCO001.0523.00342.002P	46161	pCONJ	PTU-X3
ESCO001.0523.00343.002P	46161	pCONJ	PTU-X3
ESCO001.0523.00344.002P	46161	pCONJ	PTU-X3
ESCO001.0523.00345.002P	46161	pCONJ	PTU-X3
ESCO001.0523.00346.002P	46161	pCONJ	PTU-X3
ESCO001.0523.00347.002P	46161	pCONJ	PTU-X3
ESCO001.0523.00348.002P	151026	pCONJ	PTU-I1
ESCO001.0523.00348.003P	90735	pCONJ	PTU-X1
ESCO001.0523.00348.004P	49534	pCONJ	PTU-N2/3
ESCO001.0523.00348.005P	1690	pMOB	-
ESCO001.0523.00348.006P	1197	pNT	PTU-E9
ESCO001.0523.00349.002P	170292	pCONJ	PTU-?
ESCO001.0523.00349.003P	97167	PP	PTU-Y
ESCO001.0523.00349.004P	5193	PP	PTU-Y
ESCO001.0523.00349.005P	2101	pNT	PTU-E47
ESCO001.0523.00349.006P	1552	pOriT	PTU-E9
ESCO001.0523.00350.002P	169505	pCONJ	PTU-FE
ESCO001.0523.00350.003P	129452	pCONJ	-
ESCO001.0523.00352.002P	103336	pCONJ	PTU-FE
ESCO001.0523.00352.003P	31467	pCONJ	PTU-N3
ESCO001.0523.00352.004P	31229	pCONJ	PTU-X4
ESCO001.0523.00352.005P	6812	pMOB	-
ESCO001.0523.00353.002P	101207	pCONJ	PTU-I1
ESCO001.0523.00353.003P	100279	pCONJ	PTU-FE
ESCO001.0523.00353.004P	72482	pCONJ	PTU-FE
ESCO001.0523.00354.002P	98987	pCONJ	PTU-I1
ESCO001.0523.00354.003P	44160	pNT	PTU-N2/3
ESCO001.0523.00354.004P	1565	pOriT	PTU-E9
ESCO001.0523.00355.002P	106432	pNT	-
ESCO001.0523.00356.002P	94104	pMOB	PTU-E69
ESCO001.0523.00357.002P	72543	PP	PTU-Y
ESCO001.0523.00357.003P	48390	pdCONJ	PTU-FE
ESCO001.0523.00358.002P	93724	PP	PTU-E25
ESCO001.0523.00358.003P	63664	pdCONJ	PTU-E41
ESCO001.0523.00359.002P	133438	pCONJ	-
ESCO001.0523.00360.002P	84276	pMOB	PTU-E69
ESCO001.0523.00360.003P	78854	PP	PTU-Y
ESCO001.0523.00361.002P	127667	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00362.002P	93170	pCONJ	PTU-I1
ESCO001.0523.00362.003P	74671	pMOB	PTU-E41
ESCO001.0523.00363.002P	92644	pMOB	PTU-E69
ESCO001.0523.00364.002P	104198	pdCONJ	-
ESCO001.0523.00365.002P	70613	pdCONJ	PTU-E41
ESCO001.0523.00366.002P	176149	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00366.003P	109641	PP	PTU-E16
ESCO001.0523.00367.002P	98724	pMOB	PTU-E69
ESCO001.0523.00368.002P	95157	PP	PTU-Y
ESCO001.0523.00368.003P	91399	pMOB	PTU-E69
ESCO001.0523.00369.002P	74269	pMOB	PTU-E41
ESCO001.0523.00370.002P	159611	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00371.002P	107796	pCONJ	-
ESCO001.0523.00372.002P	81624	pNT	PTU-E69
ESCO001.0523.00373.002P	94116	pMOB	PTU-E41
ESCO001.0523.00374.002P	125561	pCONJ	-
ESCO001.0523.00375.002P	175427	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00376.002P	107188	pCONJ	-
ESCO001.0523.00376.003P	74904	pOriT	-
ESCO001.0523.00377.002P	173714	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00378.002P	173649	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00378.003P	34867	pdCONJ	PTU-E28
ESCO001.0523.00379.002P	91046	pMOB	PTU-E69
ESCO001.0523.00379.003P	70129	pdCONJ	PTU-FE
ESCO001.0523.00380.002P	118822	pCONJ	-
ESCO001.0523.00380.003P	54544	pNT	PTU-FE
ESCO001.0523.00381.002P	160576	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00382.002P	58109	pdCONJ	PTU-E41
ESCO001.0523.00383.002P	92449	PP	PTU-Y
ESCO001.0523.00383.003P	75065	pMOB	PTU-E41
ESCO001.0523.00383.004P	17880	pMOB	-
ESCO001.0523.00384.002P	120604	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00384.003P	92590	pMOB	PTU-E69
ESCO001.0523.00385.002P	162810	pCONJ	-
ESCO001.0523.00386.002P	67055	pMOB	PTU-E41
ESCO001.0523.00387.002P	95952	PP	PTU-Y
ESCO001.0523.00387.003P	78427	pdCONJ	PTU-E41
ESCO001.0523.00387.004P	48183	pCONJ	PTU-X1
ESCO001.0523.00388.002P	87714	pMOB	PTU-E69
ESCO001.0523.00389.002P	88339	pMOB	PTU-E69
ESCO001.0523.00392.002P	81954	pNT	PTU-E69
ESCO001.0523.00393.002P	181066	pdCONJ	-
ESCO001.0523.00393.003P	46866	pNT	PTU-I1
ESCO001.0523.00393.004P	20839	pMOB	PTU-E68
ESCO001.0523.00394.002P	131410	pCONJ	-
ESCO001.0523.00395.002P	97117	pNT	PTU-E69
ESCO001.0523.00396.002P	57720	pNT	PTU-E69
ESCO001.0523.00396.003P	20881	pMOB	PTU-E69
ESCO001.0523.00397.002P	131463	pCONJ	PTU-FE
ESCO001.0523.00397.003P	110001	PP	PTU-E16
ESCO001.0523.00397.004P	71714	pNT	PTU-E69
ESCO001.0523.00398.002P	54873	pNT	PTU-E69
ESCO001.0523.00399.002P	118863	pCONJ	-
ESCO001.0523.00399.003P	91648	pCONJ	PTU-I1
ESCO001.0523.00400.002P	118259	pCONJ	PTU-FE
ESCO001.0523.00400.003P	73784	pNT	PTU-B/O/K/Z
ESCO001.0523.00400.004P	36491	PP	PTU-E25
ESCO001.0523.00400.005P	27224	pOriT	PTU-FE
ESCO001.0523.00400.006P	24547	pMOB	PTU-B/O/K/Z
ESCO001.0523.00401.002P	54452	pNT	PTU-E69
ESCO001.0523.00402.002P	68062	pMOB	PTU-E5
ESCO001.0523.00403.002P	83611	pNT	PTU-E69
ESCO001.0523.00405.002P	170848	pCONJ	PTU-E77
ESCO001.0523.00406.002P	79682	pNT	PTU-E69
ESCO001.0523.00406.003P	73262	pCONJ	PTU-FE
ESCO001.0523.00407.002P	74247	pMOB	PTU-E41
ESCO001.0523.00409.002P	125059	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00410.002P	101089	pCONJ	PTU-E41
ESCO001.0523.00411.002P	95367	pMOB	PTU-E69
ESCO001.0523.00412.002P	66545	pMOB	PTU-E41
ESCO001.0523.00413.002P	133843	pCONJ	PTU-?
ESCO001.0523.00413.003P	84078	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00414.002P	119076	pCONJ	PTU-I1
ESCO001.0523.00414.003P	33305	pCONJ	PTU-X4
ESCO001.0523.00415.002P	68950	pNT	-
ESCO001.0523.00415.003P	52918	pCONJ	PTU-FE
ESCO001.0523.00415.004P	48684	PP	PTU-?
ESCO001.0523.00416.002P	173882	pCONJ	PTU-FE
ESCO001.0523.00418.002P	118182	pCONJ	-
ESCO001.0523.00418.003P	85008	pCONJ	PTU-I1
ESCO001.0523.00418.004P	46159	pCONJ	PTU-X3
ESCO001.0523.00418.005P	46056	pOriT	PTU-C
ESCO001.0523.00419.002P	158757	pCONJ	PTU-FE
ESCO001.0523.00420.002P	120667	pOriT	-
ESCO001.0523.00420.003P	109864	pCONJ	PTU-FE
ESCO001.0523.00420.004P	48175	PP	PTU-?
ESCO001.0523.00421.002P	177196	pCONJ	PTU-C
ESCO001.0523.00421.003P	113880	pCONJ	PTU-FK
ESCO001.0523.00421.004P	95146	PP	PTU-Y
ESCO001.0523.00421.005P	13689	PP	-
ESCO001.0523.00422.002P	86731	pNT	PTU-FE
ESCO001.0523.00422.003P	54399	pOriT	-
ESCO001.0523.00424.002P	112422	pOriT	PTU-FE
ESCO001.0523.00424.003P	46161	pCONJ	PTU-X3
ESCO001.0523.00424.004P	1564	pOriT	PTU-E9
ESCO001.0523.00427.002P	93435	pNT	-
ESCO001.0523.00427.003P	89643	PP	PTU-Y
ESCO001.0523.00427.004P	76919	pCONJ	PTU-FE
ESCO001.0523.00427.005P	2101	pNT	PTU-E47
ESCO001.0523.00427.006P	1546	pOriT	PTU-E9
ESCO001.0523.00428.002P	187909	pCONJ	PTU-C
ESCO001.0523.00428.003P	120846	PP	PTU-Y
ESCO001.0523.00428.004P	114412	pCONJ	PTU-FE
ESCO001.0523.00428.005P	35284	pNT	PTU-I1
ESCO001.0523.00428.006P	25348	pMOB	PTU-I1
ESCO001.0523.00428.007P	6172	pOriT	-
ESCO001.0523.00428.008P	3656	pNT	PTU-E71
ESCO001.0523.00428.009P	3174	pOriT	PTU-E1
ESCO001.0523.00429.002P	91246	pCONJ	PTU-I1
ESCO001.0523.00429.003P	59626	pCONJ	PTU-N2/3
ESCO001.0523.00429.004P	1565	pOriT	PTU-E9
ESCO001.0523.00430.002P	97471	pOriT	PTU-C
ESCO001.0523.00431.002P	133639	pCONJ	PTU-FE
ESCO001.0523.00431.003P	127809	pCONJ	PTU-I1
ESCO001.0523.00431.004P	60959	pCONJ	PTU-I2
ESCO001.0523.00433.002P	145524	pOriT	PTU-E49
ESCO001.0523.00433.003P	60942	pCONJ	PTU-I2
ESCO001.0523.00433.004P	31250	pNT	-
ESCO001.0523.00433.005P	1551	pOriT	PTU-E9
ESCO001.0523.00434.002P	146268	pCONJ	PTU-FE
ESCO001.0523.00434.003P	139629	pMOB	PTU-E49
ESCO001.0523.00434.004P	46161	pCONJ	PTU-X3
ESCO001.0523.00436.002P	160675	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00436.003P	67750	pCONJ	PTU-FE
ESCO001.0523.00437.002P	156518	pCONJ	PTU-FE
ESCO001.0523.00438.002P	178078	pCONJ	PTU-FE
ESCO001.0523.00438.003P	2101	pNT	PTU-E47
ESCO001.0523.00439.002P	139191	pCONJ	PTU-FE
ESCO001.0523.00439.003P	70197	pCONJ	PTU-FE
ESCO001.0523.00440.002P	128911	pMOB	PTU-FE
ESCO001.0523.00440.003P	86657	pCONJ	PTU-I1
ESCO001.0523.00440.004P	52864	pCONJ	PTU-N1
ESCO001.0523.00441.002P	188342	pCONJ	PTU-HI1A
ESCO001.0523.00441.003P	78329	pdCONJ	PTU-E41
ESCO001.0523.00442.002P	139740	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00442.003P	117192	pCONJ	PTU-FE
ESCO001.0523.00442.004P	104555	pdCONJ	PTU-C
ESCO001.0523.00443.002P	276880	pCONJ	PTU-?
ESCO001.0523.00444.002P	179444	pMOB	PTU-E49
ESCO001.0523.00445.002P	113340	pCONJ	PTU-I1
ESCO001.0523.00445.003P	99465	pNT	-
ESCO001.0523.00445.004P	71718	pCONJ	PTU-FE
ESCO001.0523.00445.005P	61284	pCONJ	PTU-I2
ESCO001.0523.00445.006P	33826	pCONJ	PTU-X4
ESCO001.0523.00446.002P	122194	pNT	-
ESCO001.0523.00446.003P	89248	PP	PTU-E25
ESCO001.0523.00446.004P	34321	pMOB	PTU-I1
ESCO001.0523.00446.005P	2101	pNT	PTU-E47
ESCO001.0523.00448.002P	120253	PP	PTU-E16
ESCO001.0523.00448.003P	78526	pdCONJ	PTU-E41
ESCO001.0523.00449.002P	117123	PP	PTU-E16
ESCO001.0523.00449.003P	76698	pdCONJ	PTU-E41
ESCO001.0523.00450.002P	128762	pCONJ	-
ESCO001.0523.00450.003P	6395	pOriT	-
ESCO001.0523.00450.004P	4593	pMOB	PTU-E1
ESCO001.0523.00451.002P	75281	pCONJ	PTU-N1
ESCO001.0523.00451.003P	35509	pOriT	PTU-FE
ESCO001.0523.00451.004P	34927	pNT	PTU-I1
ESCO001.0523.00451.005P	16907	pNT	-
ESCO001.0523.00451.006P	7588	pMOB	PTU-E7
ESCO001.0523.00451.007P	4082	pMOB	PTU-E10
ESCO001.0523.00451.008P	1549	pOriT	PTU-E9
ESCO001.0523.00452.002P	117740	pOriT	PTU-E38
ESCO001.0523.00452.003P	71543	pNT	PTU-E29
ESCO001.0523.00452.004P	36564	pOriT	-
ESCO001.0523.00453.002P	93169	pNT	PTU-E5
ESCO001.0523.00453.003P	59808	pCONJ	PTU-I2
ESCO001.0523.00454.002P	149680	pCONJ	PTU-FE
ESCO001.0523.00454.003P	27128	pMOB	PTU-I2
ESCO001.0523.00455.002P	257394	pCONJ	PTU-HI2
ESCO001.0523.00456.002P	203856	pCONJ	PTU-?
ESCO001.0523.00456.003P	131411	pCONJ	PTU-C
ESCO001.0523.00456.004P	95328	pCONJ	PTU-I1
ESCO001.0523.00456.005P	50124	pCONJ	PTU-X1
ESCO001.0523.00456.006P	46827	pCONJ	PTU-N1
ESCO001.0523.00456.007P	27197	PP	-
ESCO001.0523.00457.002P	88421	pNT	PTU-FE
ESCO001.0523.00457.003P	6465	pOriT	-
ESCO001.0523.00457.004P	4082	pMOB	PTU-E10
ESCO001.0523.00457.005P	2113	pNT	PTU-E47
ESCO001.0523.00457.006P	1983	pOriT	PTU-E11
ESCO001.0523.00458.002P	98533	pCONJ	PTU-L/M
ESCO001.0523.00459.002P	98308	pNT	-
ESCO001.0523.00459.003P	85456	pCONJ	PTU-L/M
ESCO001.0523.00459.004P	54776	pNT	PTU-Y
ESCO001.0523.00459.005P	46994	pCONJ	PTU-X1
ESCO001.0523.00461.002P	93276	PP	PTU-Y
ESCO001.0523.00461.003P	70107	pCONJ	PTU-FE
ESCO001.0523.00461.004P	57318	pOriT	-
ESCO001.0523.00462.002P	82461	pOriT	-
ESCO001.0523.00462.003P	75645	pCONJ	PTU-L/M
ESCO001.0523.00464.002P	129967	pCONJ	PTU-FE
ESCO001.0523.00464.003P	41491	pNT	PTU-E54
ESCO001.0523.00464.004P	33304	pCONJ	PTU-X4
ESCO001.0523.00465.002P	117296	pCONJ	PTU-E50
ESCO001.0523.00467.002P	117296	pCONJ	PTU-E50
ESCO001.0523.00468.002P	113908	pCONJ	PTU-E50
ESCO001.0523.00469.002P	258004	pCONJ	PTU-HI2
ESCO001.0523.00469.003P	141344	pMOB	PTU-E49
ESCO001.0523.00470.002P	215531	pCONJ	PTU-HI2
ESCO001.0523.00470.003P	167754	pCONJ	PTU-FE
ESCO001.0523.00471.002P	243642	pCONJ	PTU-HI2
ESCO001.0523.00471.003P	221041	pCONJ	-
ESCO001.0523.00471.004P	189020	pCONJ	PTU-C
ESCO001.0523.00471.005P	66945	pCONJ	PTU-I2
ESCO001.0523.00472.002P	160292	pdCONJ	PTU-C
ESCO001.0523.00473.002P	89643	PP	PTU-Y
ESCO001.0523.00473.003P	89335	pCONJ	PTU-FE
ESCO001.0523.00473.004P	59142	pdCONJ	PTU-I1
ESCO001.0523.00473.005P	4073	pMOB	PTU-E10
ESCO001.0523.00473.006P	3174	pOriT	PTU-E1
ESCO001.0523.00475.002P	151879	pMOB	PTU-E49
